con_uncon,log_diversity,plant_CN
uncon,3.019899557437705,29.2011349306431
uncon,0,37.719298245614
uncon,3.187627003175771,33.8815884476534
uncon,0,43.531067961165
uncon,3.019899557437705,29.6332691072576
uncon,0.6374299206152959,52.0283687943262
uncon,0,43.3561116458133
uncon,1,47.5189075630252
uncon,3.1154772174199366,34.0866616428033
uncon,1.6374299206152911,25.411866359447
uncon,0.6374299206152959,30.0547195622435
uncon,3.1154772174199366,37.8398018166804
uncon,1,34.171686746988
uncon,1.584962500721156,50.3977777777778
uncon,2.5305147166987805,33.7514619883041
uncon,2.502500340529184,55.2149068322981
uncon,3.1154772174199366,37.3128583128583
uncon,0,55.7428924598269
uncon,1,34.3736681887367
uncon,1,42.8037914691943
uncon,0.5849625007211562,47.7839248434238
uncon,1,36.4348171701113
uncon,1,26.571017826337
uncon,3.2394659346953887,32.3595988538682
uncon,2.637429920615291,38.1740585774059
uncon,2.502500340529184,33.2849891225526
uncon,2.688055993685259,34.3537771129394
uncon,0,27.270064440539
uncon,2.415037499278843,27.7906008328376
uncon,3.205114429904612,35.9151090342679
uncon,1.2895066171949825,41.3083182640145
uncon,0,31.10615280595
uncon,3.09686153925259,37.8623248145095
uncon,1.4739311883324135,36.3714511041009
uncon,0,49.6115973741794
uncon,2.1876270031757725,37.9009083402147
uncon,1,34.4050343249428
uncon,0.41503749927884015,33.9718100890208
uncon,3.289506617194985,40.9174887892377
uncon,1,32.2489655172414
uncon,0,28.4643982356648
uncon,3.205114429904612,35.9105431309904
uncon,3.15200309344505,29.4947229551451
uncon,3.187627003175771,31.9768745620182
uncon,0,32.6225596529284
uncon,3.3378696387563824,37.4719471947195
uncon,1,35.1795642374155
uncon,0,26.4033313503867
uncon,1.8300749985576894,30.2802631578947
uncon,0,37.8164451827243
uncon,0,35.1881342701015
uncon,3.3378696387563824,36.6592956592957
uncon,0,45.8600612870276
uncon,0,48.6190476190476
uncon,0,26.9247980111871
uncon,2.3536369546147,36.2587755102041
uncon,1.9593580155026546,33.055
uncon,1.4150374992788457,39.421511627907
uncon,0,38.9178445229682
uncon,2.384663850235324,35.2859375
uncon,2.1876270031757725,36.193108974359
uncon,3.2223924213364477,34.717987804878
uncon,1,39.5714285714286
uncon,3.384663850235319,39.4991289198606
uncon,1.4150374992788457,33.3428571428571
uncon,2.256339753259786,32.1594516594517
uncon,0.2895066171949824,32.9268110530246
uncon,2.039528364186637,39.8514938488577
uncon,0,26.9846531614487
uncon,1,50.2412626832018
uncon,2.256339753259786,29.9830508474576
uncon,3.321928094887362,34.3786848072562
uncon,0,36.7052631578947
uncon,0.32192809488736235,27.0581534772182
uncon,1.2895066171949825,26.7762364294331
uncon,3.3378696387563824,35.1315789473684
uncon,3.205114429904612,32.0658724597057
uncon,1,40.7878787878788
uncon,3.2730184944064162,31.3247386759582
uncon,0,27.8109113453193
uncon,0,38.1531141868512
uncon,0.15200309344504861,31.2836879432624
uncon,3.3536369546146974,33.6921348314607
uncon,0,36.3396851698426
uncon,3.2730184944064162,37.0074013157895
uncon,1,29.0522438044206
con,0,26.1625207296849
con,1.4150374992788457,45.8088978766431
con,1,55.9017412935323
con,3.256339753259786,39.2761824324324
con,2.807354922057604,38.6395939086294
con,0.6374299206152959,41.5347349177331
con,0.6374299206152959,29.5335463258786
con,0,25.1354651162791
con,0,27.6278935185185
con,1.6374299206152911,32.2618364418938
con,1.2895066171949825,48.3266171792153
con,3.473931188332411,33.7507374631268
con,0,23.1694070752367
con,0,25.0649419218585
con,3.384663850235319,39.5343642611684
con,1.0780025120012722,31.3924050632911
con,3.169925001442312,41.00900090009
con,3,36.6764009471192
con,0.15200309344504861,29.8282958199357
con,1,31.0262626262626
con,3.187627003175771,36.48046875
con,1,26.5389287686361
con,2,27.1843640606768
con,1.584962500721156,29.589229805886
con,1,40.297629499561
con,2.415037499278843,29.6106194690265
con,1.9593580155026546,49.3192436040044
con,0.2895066171949824,26.9515116942385
con,1.584962500721156,39.8444830582103
con,3.2394659346953887,38.3435940099834
con,1.9175378398080278,49.2235294117647
con,0,41.0444893832154
con,1.6374299206152911,28.6751552795031
con,0.15200309344504861,50.3664459161148
con,2.289506617194985,34.2751283932502
con,3.205114429904612,39.1040763226366
con,3.205114429904612,41.4866850321396
con,0.8300749985576894,28.5324103209566
con,0,21.310972688069
con,2.384663850235324,48.9657020364416
con,2.289506617194985,36.2523885350318
con,3.078002512001272,34.5405807892777
con,3.187627003175771,40.1685589519651
con,1.6374299206152911,40.3178226514486
con,1.7369655941662048,28.680174563591
con,1.5305147166987805,49.929203539823
con,1.584962500721156,33.9992354740061
con,0,24.208064516129
con,2.078002512001272,26.2291421856639
con,1.1520030934450487,32.4120996441281
con,3.205114429904612,37.0988654781199
con,0,25.689709762533
con,1.6880559936852588,41.5646511627907
con,1.2223924213364459,27.2603211009174
con,2,37.8140293637847
con,0,28.996796925048
con,3.019899557437705,29.2011349306431
con,3.187627003175771,33.8815884476534
con,3.019899557437705,29.6332691072576
con,3.1154772174199366,34.0866616428033
con,1.6374299206152911,25.411866359447
con,0.6374299206152959,30.0547195622435
con,3.1154772174199366,37.8398018166804
con,1.584962500721156,50.3977777777778
con,2.5305147166987805,33.7514619883041
con,2.502500340529184,55.2149068322981
con,3.1154772174199366,37.3128583128583
con,1,34.3736681887367
con,0.5849625007211562,47.7839248434238
con,1,36.4348171701113
con,3.2394659346953887,32.3595988538682
con,2.637429920615291,38.1740585774059
con,2.502500340529184,33.2849891225526
con,2.688055993685259,34.3537771129394
con,0,27.270064440539
con,2.415037499278843,27.7906008328376
con,3.205114429904612,35.9151090342679
con,1.2895066171949825,41.3083182640145
con,0,31.10615280595
con,3.09686153925259,37.8623248145095
con,1.4739311883324135,36.3714511041009
con,0,49.6115973741794
con,2.1876270031757725,37.9009083402147
con,1,34.4050343249428
con,3.289506617194985,40.9174887892377
con,1,32.2489655172414
con,0,28.4643982356648
con,3.205114429904612,35.9105431309904
con,3.15200309344505,29.4947229551451
con,3.187627003175771,31.9768745620182
con,0,32.6225596529284
con,3.3378696387563824,37.4719471947195
con,1,35.1795642374155
con,1.8300749985576894,30.2802631578947
con,3.3378696387563824,36.6592956592957
con,2.3536369546147,36.2587755102041
con,1.9593580155026546,33.055
con,1.4150374992788457,39.421511627907
con,0,38.9178445229682
con,2.384663850235324,35.2859375
con,2.1876270031757725,36.193108974359
con,3.2223924213364477,34.717987804878
con,1,39.5714285714286
con,3.384663850235319,39.4991289198606
con,1.4150374992788457,33.3428571428571
con,2.256339753259786,32.1594516594517
con,2.039528364186637,39.8514938488577
con,0,26.9846531614487
con,1,50.2412626832018
con,2.256339753259786,29.9830508474576
con,3.321928094887362,34.3786848072562
con,0.32192809488736235,27.0581534772182
con,1.2895066171949825,26.7762364294331
con,3.3378696387563824,35.1315789473684
con,3.205114429904612,32.0658724597057
con,1,40.7878787878788
con,3.2730184944064162,31.3247386759582
con,0.15200309344504861,31.2836879432624
con,3.3536369546146974,33.6921348314607
con,0,36.3396851698426
con,3.2730184944064162,37.0074013157895
con,1,29.0522438044206
